Bus_ID,Month_pur,Year_pur,Month_1st,Year_1st,Odo_1,Month_2nd,Year_2nd,Odo_2,Month_begin,Year_begin,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
4338,3.0,79.0,3.0,84.0,220900.0,0.0,0.0,0.0,8.0,79.0,3369.0,7946.0,11601.0,17056.0,21485.0,25533.0,30347.0,34492.0,38973.0,43369.0,45292.0,50262.0,53061.0,58671.0,65079.0,70177.0,74812.0,79090.0,81176.0,84933.0,90451.0,95138.0,99629.0,103621.0,107684.0,110950.0,114947.0,119880.0,123169.0,126948.0,129397.0,131987.0,135197.0,136685.0,142566.0,146723.0,151169.0,154914.0,159273.0,161938.0,167874.0,170525.0,175018.0,178265.0,182836.0,187879.0,192011.0,193855.0,196797.0,199703.0,201485.0,204362.0,206972.0,211221.0,216364.0,220657.0,224251.0,226600.0,230084.0,232670.0,236698.0,240126.0,244406.0,247598.0,252755.0,255847.0,260309.0,264303.0,267945.0,272326.0
4339,3.0,79.0,8.0,83.0,186600.0,0.0,0.0,0.0,8.0,79.0,16782.0,22560.0,25244.0,28866.0,32449.0,32713.0,35670.0,39015.0,42530.0,47619.0,49734.0,54290.0,59841.0,65743.0,70000.0,75312.0,79195.0,82612.0,85985.0,89700.0,94888.0,97246.0,98789.0,101711.0,105353.0,111100.0,113724.0,119701.0,121169.0,124860.0,129960.0,131879.0,134940.0,139101.0,142245.0,146669.0,150298.0,156054.0,157577.0,161811.0,165901.0,167801.0,173036.0,177858.0,180267.0,184630.0,186394.0,186507.0,186507.0,186507.0,188377.0,191739.0,193935.0,198479.0,204277.0,207962.0,212255.0,216341.0,221009.0,224869.0,228768.0,232458.0,237121.0,242381.0,246441.0,249343.0,253780.0,255586.0,255843.0,260253.0
4340,3.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,79.0,16037.0,21147.0,24279.0,28275.0,31725.0,35633.0,39520.0,43706.0,46346.0,51324.0,52744.0,57623.0,62088.0,67795.0,72629.0,77579.0,82012.0,86253.0,91123.0,95219.0,99245.0,100899.0,105400.0,110244.0,114541.0,118551.0,124018.0,128572.0,130899.0,134485.0,137913.0,139496.0,143284.0,145431.0,149620.0,154077.0,158298.0,161784.0,165031.0,168935.0,174416.0,177096.0,181602.0,185348.0,190007.0,191748.0,196332.0,199035.0,202049.0,205303.0,207371.0,210483.0,213850.0,217108.0,222596.0,226729.0,230371.0,233607.0,237551.0,240733.0,244262.0,248011.0,250444.0,253642.0,255101.0,258546.0,261232.0,264849.0,268861.0,273143.0
4341,3.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,79.0,12911.0,17126.0,18101.0,18101.0,18101.0,18101.0,18101.0,18101.0,21083.0,26028.0,27948.0,32606.0,38043.0,42790.0,42790.0,42790.0,42790.0,42790.0,42790.0,42790.0,43676.0,46659.0,51686.0,57305.0,61879.0,66804.0,71435.0,74212.0,77878.0,82900.0,87416.0,89055.0,91739.0,92204.0,92204.0,92204.0,94232.0,95953.0,99864.0,104042.0,109248.0,112643.0,116697.0,121130.0,126069.0,131193.0,134222.0,137427.0,140013.0,143030.0,146978.0,149949.0,153587.0,157818.0,162799.0,167110.0,171794.0,175956.0,178987.0,182194.0,185791.0,189793.0,193671.0,198723.0,202551.0,205850.0,209248.0,212030.0,215803.0,218517.0
4342,3.0,79.0,3.0,84.0,209900.0,0.0,0.0,0.0,8.0,79.0,8958.0,9144.0,12603.0,16195.0,19048.0,22610.0,26469.0,29425.0,33499.0,37700.0,39704.0,44937.0,49609.0,53124.0,58230.0,63785.0,67776.0,72961.0,78365.0,83069.0,87517.0,87661.0,87661.0,89411.0,94206.0,100046.0,103663.0,108498.0,112329.0,115663.0,119336.0,122084.0,126436.0,129203.0,133236.0,137405.0,141960.0,145854.0,150307.0,155108.0,160160.0,163099.0,166959.0,170903.0,175110.0,178905.0,183324.0,185519.0,188247.0,190777.0,193645.0,197148.0,199648.0,202149.0,205063.0,208102.0,210195.0,214747.0,219653.0,222962.0,227083.0,231156.0,235223.0,239111.0,242239.0,246867.0,251603.0,253369.0,255996.0,259133.0
4343,3.0,79.0,11.0,84.0,198800.0,0.0,0.0,0.0,8.0,79.0,3753.0,7933.0,11187.0,15094.0,18678.0,22011.0,25407.0,29090.0,29153.0,29153.0,29153.0,29153.0,29153.0,31472.0,35416.0,41112.0,46131.0,50617.0,55485.0,58657.0,63524.0,67453.0,70230.0,73221.0,78216.0,82920.0,86569.0,88907.0,93504.0,97343.0,103573.0,106719.0,111561.0,117175.0,121058.0,125707.0,130789.0,134704.0,138918.0,142827.0,148879.0,151897.0,156796.0,161520.0,164566.0,167491.0,169696.0,171869.0,175778.0,179221.0,180862.0,180935.0,180935.0,180935.0,182418.0,186657.0,190025.0,194539.0,199019.0,202068.0,206264.0,211488.0,215691.0,217674.0,219507.0,223082.0,227382.0,231232.0,235425.0,238365.0
4344,3.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,79.0,4445.0,8068.0,10969.0,14785.0,18223.0,21957.0,25892.0,29579.0,33397.0,37968.0,39941.0,45033.0,49838.0,55155.0,59398.0,64796.0,68460.0,72692.0,78256.0,82909.0,87220.0,90816.0,93038.0,97031.0,100336.0,104306.0,109317.0,114414.0,118709.0,122837.0,126748.0,128703.0,132320.0,135276.0,135277.0,138630.0,143171.0,147842.0,151043.0,155611.0,161064.0,164778.0,168995.0,173149.0,177132.0,178398.0,180584.0,183263.0,184530.0,188354.0,191997.0,195702.0,199097.0,202369.0,206607.0,211471.0,214511.0,218456.0,223158.0,227018.0,231303.0,233815.0,236675.0,241048.0,245636.0,249160.0,252852.0,255457.0,259517.0,261739.0
4345,3.0,79.0,6.0,83.0,187700.0,0.0,0.0,0.0,8.0,79.0,17483.0,22717.0,25193.0,29685.0,32767.0,36522.0,40089.0,43076.0,46331.0,51116.0,52424.0,57206.0,61695.0,66427.0,68947.0,68947.0,68947.0,70705.0,75662.0,81555.0,86787.0,90924.0,91962.0,97020.0,101303.0,104683.0,108839.0,113484.0,117041.0,119099.0,124409.0,127832.0,132743.0,139131.0,142709.0,147040.0,151377.0,154603.0,157617.0,162207.0,167820.0,171026.0,175648.0,180011.0,183410.0,187385.0,187690.0,187690.0,187690.0,190349.0,191112.0,193854.0,197538.0,201109.0,205415.0,210180.0,212145.0,214941.0,217301.0,221306.0,224793.0,228443.0,233871.0,238284.0,241997.0,245725.0,250221.0,253336.0,257780.0,261737.0
4346,3.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,79.0,3083.0,8847.0,11934.0,16177.0,19670.0,23418.0,27399.0,31053.0,34770.0,40358.0,42236.0,46754.0,50773.0,55937.0,61534.0,66489.0,70738.0,74074.0,79141.0,84117.0,88234.0,91510.0,96236.0,99740.0,103064.0,108031.0,112094.0,116651.0,120883.0,124621.0,127439.0,128786.0,133468.0,138326.0,141637.0,146070.0,150240.0,153962.0,158619.0,163027.0,167567.0,170584.0,173864.0,178782.0,182460.0,186331.0,189702.0,191852.0,193878.0,196098.0,199856.0,203900.0,207188.0,211112.0,214628.0,218636.0,220811.0,224259.0,228208.0,232026.0,236096.0,238989.0,241018.0,245543.0,248946.0,252507.0,256166.0,260431.0,265364.0,268512.0
