Bus_ID,Month_pur,Year_pur,Month_1st,Year_1st,Odo_1,Month_2nd,Year_2nd,Odo_2,Month_begin,Year_begin,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
4239,2.0,72.0,1.0,76.0,166100.0,0.0,0.0,0.0,12.0,74.0,140953.0,142960.0,145380.0,148140.0,150921.0,153839.0,155841.0,158063.0,160674.0,162984.0,165120.0,166057.0,166057.0,166057.0,166057.0,168999.0,170948.0,172788.0,173173.0,175141.0,178058.0,181935.0,183894.0,186001.0,188214.0,191576.0,192047.0,193379.0,194976.0,196145.0,197858.0,198474.0,198474.0,199530.0,201378.0,203108.0,204878.0,206548.0,208373.0,209746.0,211434.0,212746.0,214017.0,215295.0,216257.0,217315.0,218563.0,219866.0,221541.0,222867.0,224144.0,225419.0,226730.0,228205.0,229570.0,229857.0,229857.0,230100.0,231043.0,232192.0,233378.0,234078.0,235218.0,236585.0,237874.0,239056.0,239401.0,239777.0,240787.0,242096.0,242919.0,244147.0,245452.0,247212.0,248886.0,250273.0,251614.0,252087.0,252087.0,252365.0,253794.0,254956.0,256501.0,257260.0,258724.0,259758.0,260643.0,261177.0,262266.0,262738.0,262738.0,263016.0,263493.0,264481.0,265479.0,266577.0,267325.0,268108.0,269026.0,270167.0,270835.0,271801.0,272329.0,272329.0,272329.0,272896.0,273551.0,274248.0,275195.0,275978.0,276982.0,277972.0,278844.0,279686.0,280619.0,280815.0,280815.0,281150.0,281988.0,282787.0,283660.0,284582.0,285436.0,286328.0,287236.0,288025.0
4240,2.0,72.0,1.0,75.0,177900.0,0.0,0.0,0.0,12.0,74.0,174402.0,175116.0,177825.0,180406.0,183394.0,186944.0,189095.0,191633.0,194356.0,196188.0,198195.0,199854.0,201614.0,202834.0,203932.0,205803.0,207424.0,208809.0,210336.0,211754.0,213448.0,215252.0,217194.0,218927.0,220760.0,222529.0,223775.0,225467.0,227447.0,229094.0,230281.0,230711.0,231541.0,232595.0,234035.0,235425.0,236663.0,237854.0,239246.0,240621.0,242042.0,243354.0,244880.0,245907.0,246884.0,248008.0,249685.0,251476.0,253360.0,254884.0,256755.0,258066.0,259594.0,261343.0,262645.0,264857.0,264981.0,265339.0,267000.0,267921.0,269597.0,270398.0,271491.0,272606.0,274326.0,275586.0,276560.0,277790.0,279429.0,280755.0,282013.0,283130.0,284613.0,286193.0,287973.0,289650.0,291432.0,291791.0,291791.0,292224.0,293577.0,294770.0,296423.0,297351.0,298637.0,299695.0,300873.0,301180.0,302279.0,303394.0,303458.0,303458.0,303829.0,304515.0,305651.0,306559.0,307394.0,308074.0,309226.0,310221.0,310975.0,311866.0,312416.0,312416.0,312416.0,312698.0,313499.0,313906.0,314742.0,315851.0,316995.0,318004.0,318828.0,320056.0,321158.0,321431.0,321454.0,321606.0,322414.0,323123.0,323991.0,324925.0,325885.0,326708.0,327646.0,328309.0
4241,2.0,72.0,5.0,75.0,171300.0,0.0,0.0,0.0,12.0,74.0,156996.0,159795.0,162898.0,166237.0,169532.0,171166.0,173639.0,176764.0,179848.0,181807.0,183461.0,185499.0,186551.0,187490.0,188271.0,190212.0,192065.0,193850.0,195693.0,196983.0,197670.0,198983.0,200330.0,201698.0,202840.0,203828.0,205086.0,206344.0,207847.0,208901.0,210019.0,210551.0,211510.0,212408.0,213831.0,215006.0,216687.0,217821.0,219703.0,221557.0,223615.0,225351.0,227398.0,229030.0,230910.0,232925.0,235404.0,238236.0,240542.0,242803.0,245100.0,247244.0,249617.0,252323.0,256018.0,258814.0,262354.0,265213.0,266976.0,269629.0,271334.0,272379.0,273876.0,275091.0,277348.0,278938.0,279488.0,280664.0,281989.0,283359.0,284363.0,285354.0,286848.0,288508.0,290148.0,291572.0,293124.0,293553.0,293553.0,293919.0,295492.0,296793.0,298897.0,299874.0,301184.0,302272.0,303290.0,303687.0,304788.0,305501.0,305582.0,305626.0,306172.0,307256.0,308236.0,309134.0,309949.0,310658.0,311917.0,313008.0,313787.0,314680.0,315196.0,315196.0,315196.0,315482.0,315482.0,315788.0,316589.0,317590.0,318888.0,319825.0,320684.0,321569.0,322277.0,322377.0,322629.0,322798.0,323697.0,324506.0,325366.0,326043.0,327034.0,327891.0,328819.0,329493.0
4242,2.0,72.0,2.0,76.0,185700.0,0.0,0.0,0.0,12.0,74.0,153835.0,155922.0,158783.0,161154.0,164639.0,167284.0,170131.0,173436.0,176282.0,178120.0,179894.0,181359.0,182479.0,183873.0,185021.0,185871.0,187394.0,188610.0,189908.0,190835.0,191706.0,192876.0,194257.0,195588.0,196785.0,197984.0,199273.0,200543.0,201860.0,202792.0,203698.0,204432.0,205108.0,205709.0,206941.0,208379.0,209785.0,211101.0,212724.0,214779.0,216924.0,218820.0,220645.0,222264.0,224003.0,225996.0,228552.0,231262.0,234029.0,236163.0,238531.0,240902.0,242803.0,245297.0,248057.0,249758.0,250139.0,250559.0,252384.0,254248.0,256223.0,257606.0,258861.0,260521.0,262312.0,263724.0,264345.0,266383.0,267628.0,268797.0,269777.0,271086.0,272810.0,274380.0,276083.0,277494.0,279150.0,279469.0,279469.0,279873.0,281228.0,282244.0,283769.0,284611.0,286079.0,287097.0,288239.0,288545.0,289621.0,290625.0,290625.0,290625.0,291204.0,292371.0,293403.0,294379.0,295189.0,295927.0,296871.0,297786.0,298645.0,299564.0,300127.0,300127.0,300127.0,300788.0,301524.0,302262.0,302950.0,303645.0,304852.0,305903.0,306676.0,307195.0,308877.0,309110.0,309112.0,309387.0,310259.0,311156.0,312167.0,313139.0,314049.0,314827.0,315705.0,316497.0
4243,2.0,72.0,4.0,76.0,186100.0,0.0,0.0,0.0,12.0,74.0,151488.0,153753.0,156859.0,159620.0,162836.0,166291.0,168468.0,171104.0,174020.0,176437.0,178082.0,179987.0,181511.0,182780.0,183618.0,184753.0,186139.0,187205.0,188647.0,189670.0,190302.0,191154.0,193473.0,194431.0,195208.0,195745.0,196312.0,196916.0,197709.0,198379.0,199892.0,200445.0,201303.0,202262.0,203410.0,204823.0,206275.0,207339.0,208044.0,208951.0,210531.0,212514.0,213303.0,215045.0,216747.0,218842.0,221016.0,223759.0,226463.0,228770.0,231326.0,233853.0,236697.0,239270.0,243119.0,245877.0,249085.0,252679.0,254487.0,255841.0,257162.0,258336.0,260122.0,262364.0,264594.0,265770.0,266422.0,268339.0,269515.0,270882.0,271934.0,273312.0,275067.0,276498.0,278093.0,279505.0,280977.0,281344.0,281344.0,282037.0,283391.0,284345.0,285751.0,286573.0,288053.0,289209.0,290396.0,290714.0,291735.0,292273.0,292294.0,292294.0,292814.0,294059.0,295291.0,296185.0,296964.0,297631.0,298818.0,300021.0,301054.0,301698.0,302173.0,302517.0,303202.0,303865.0,304547.0,305585.0,306596.0,307236.0,307626.0,308808.0,309614.0,310641.0,311579.0,311751.0,311751.0,311976.0,312937.0,313369.0,314682.0,315907.0,316910.0,317897.0,319056.0,319825.0
4244,2.0,72.0,3.0,78.0,217000.0,0.0,0.0,0.0,12.0,74.0,153983.0,156518.0,160120.0,162591.0,164936.0,168247.0,170777.0,173562.0,177724.0,180498.0,182526.0,184317.0,185621.0,186273.0,187579.0,189123.0,190997.0,192685.0,194135.0,195323.0,195904.0,196183.0,197585.0,198778.0,199988.0,200990.0,202275.0,203453.0,204877.0,206118.0,207697.0,208483.0,209032.0,209831.0,211205.0,212464.0,213794.0,214908.0,216108.0,216916.0,218214.0,219545.0,221094.0,222246.0,223311.0,225014.0,227527.0,230505.0,233120.0,235389.0,237976.0,240138.0,242798.0,245044.0,247111.0,249392.0,251981.0,254718.0,256614.0,258336.0,260491.0,262235.0,264065.0,265995.0,267798.0,269067.0,269372.0,271271.0,272680.0,274345.0,275363.0,276342.0,277820.0,279223.0,280715.0,281664.0,282783.0,283666.0,283666.0,283967.0,285334.0,286897.0,288323.0,288760.0,290314.0,291418.0,292460.0,292756.0,293856.0,294769.0,294840.0,294840.0,295371.0,296253.0,297351.0,298346.0,299287.0,300040.0,301052.0,302061.0,302792.0,303707.0,304164.0,304164.0,304164.0,304494.0,305142.0,305931.0,306722.0,307371.0,309024.0,310070.0,310879.0,311813.0,312590.0,312866.0,312866.0,313090.0,314004.0,314713.0,315606.0,316340.0,317303.0,317668.0,318720.0,319507.0
4245,2.0,72.0,1.0,75.0,184400.0,0.0,0.0,0.0,12.0,74.0,180164.0,180795.0,183771.0,186195.0,189107.0,192190.0,194778.0,197708.0,201026.0,203857.0,205081.0,206434.0,207706.0,209425.0,210794.0,212209.0,213534.0,214651.0,215770.0,216646.0,217627.0,218765.0,220231.0,221708.0,223129.0,224403.0,226016.0,227242.0,228885.0,230020.0,231419.0,231907.0,232587.0,233249.0,234376.0,235396.0,236421.0,237330.0,238526.0,239289.0,240398.0,241521.0,242797.0,243724.0,244365.0,245255.0,246805.0,248275.0,249924.0,251300.0,253675.0,255797.0,258348.0,260635.0,263013.0,265811.0,266013.0,266505.0,268262.0,269716.0,271273.0,272439.0,274482.0,276510.0,278537.0,279491.0,280365.0,281732.0,283004.0,283278.0,283278.0,283278.0,283302.0,283971.0,285944.0,287666.0,288783.0,289395.0,289780.0,290148.0,291373.0,292256.0,293674.0,294576.0,295386.0,296496.0,297622.0,297910.0,299000.0,299460.0,299987.0,300357.0,300917.0,302101.0,303245.0,304373.0,305239.0,306097.0,307115.0,308134.0,308736.0,309615.0,310177.0,310177.0,310177.0,310496.0,311409.0,312172.0,312244.0,312244.0,312695.0,313461.0,314472.0,315339.0,316212.0,316763.0,317017.0,317493.0,318316.0,319120.0,320085.0,320796.0,321816.0,322648.0,323588.0,324183.0
4246,2.0,72.0,3.0,75.0,134400.0,0.0,0.0,0.0,12.0,74.0,128007.0,129541.0,131985.0,134325.0,136827.0,139347.0,142236.0,144677.0,147534.0,149335.0,151167.0,152979.0,154873.0,156020.0,157424.0,158954.0,160625.0,162103.0,163510.0,164793.0,165668.0,166618.0,168151.0,169737.0,171211.0,172541.0,174124.0,175686.0,177345.0,178675.0,179915.0,181245.0,181707.0,182370.0,183640.0,184964.0,186325.0,187102.0,188044.0,189133.0,190263.0,191404.0,192645.0,193329.0,193762.0,194768.0,196161.0,197739.0,199133.0,200476.0,201937.0,202925.0,204040.0,205195.0,206603.0,207622.0,207855.0,208163.0,209330.0,210574.0,211854.0,213116.0,214390.0,215904.0,218808.0,221468.0,222724.0,224442.0,225389.0,227317.0,228260.0,229132.0,230329.0,231849.0,233701.0,235046.0,236518.0,236950.0,237312.0,237615.0,239125.0,240400.0,241891.0,242822.0,244057.0,245231.0,246281.0,246574.0,247755.0,248431.0,248524.0,248571.0,249064.0,249933.0,250844.0,251937.0,252870.0,253545.0,254517.0,255390.0,255955.0,256951.0,257465.0,257465.0,257465.0,257988.0,258677.0,259524.0,260333.0,261117.0,262389.0,263269.0,264195.0,265275.0,266220.0,266527.0,266527.0,266773.0,267661.0,268420.0,269394.0,270222.0,271092.0,271756.0,272615.0,273414.0
4247,2.0,72.0,9.0,80.0,257600.0,0.0,0.0,0.0,12.0,74.0,158824.0,161389.0,165199.0,168188.0,171465.0,174397.0,174850.0,178359.0,181466.0,183503.0,185949.0,187332.0,188194.0,188975.0,189973.0,191040.0,192379.0,193540.0,194520.0,195348.0,195981.0,197249.0,198513.0,199735.0,200985.0,202057.0,203280.0,204188.0,205468.0,206579.0,207559.0,208699.0,209389.0,209618.0,210771.0,212219.0,213815.0,215462.0,216926.0,218325.0,219944.0,221145.0,222594.0,223546.0,224496.0,225504.0,227183.0,228871.0,231087.0,233326.0,234944.0,236546.0,238211.0,239240.0,240477.0,241512.0,241544.0,242571.0,243726.0,244952.0,245941.0,247063.0,248545.0,249601.0,252634.0,255233.0,256413.0,258533.0,259754.0,261710.0,263130.0,264600.0,265932.0,267442.0,269253.0,270594.0,271749.0,273007.0,273007.0,273230.0,274597.0,275960.0,277252.0,278095.0,279177.0,279634.0,280744.0,281030.0,281963.0,282459.0,282459.0,282518.0,283076.0,283700.0,284299.0,285183.0,286011.0,286873.0,288001.0,289188.0,289928.0,290851.0,291374.0,291374.0,291374.0,291624.0,292153.0,292978.0,293764.0,294549.0,295500.0,296523.0,297305.0,298304.0,299417.0,299580.0,299586.0,299849.0,300673.0,301427.0,302298.0,303402.0,304392.0,305258.0,306137.0,306511.0
