Bus_ID,Month_pur,Year_pur,Month_1st,Year_1st,Odo_1,Month_2nd,Year_2nd,Odo_2,Month_begin,Year_begin,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
5297,8.0,75.0,4.0,79.0,153400.0,0.0,0.0,0.0,9.0,75.0,2353.0,6299.0,10479.0,15201.0,20326.0,24898.0,29349.0,33304.0,37631.0,42428.0,47023.0,52571.0,58696.0,62776.0,66347.0,69260.0,72025.0,74323.0,76684.0,79403.0,82093.0,84579.0,88054.0,90206.0,92421.0,95127.0,98290.0,100941.0,104241.0,107720.0,110597.0,113442.0,116148.0,118615.0,121528.0,123837.0,126505.0,129204.0,132530.0,135398.0,137763.0,143169.0,148099.0,152557.0,155102.0,158170.0,160852.0,163556.0,164617.0,167907.0,171422.0,173970.0,177107.0,180778.0,183681.0,187447.0,189094.0,190048.0,192754.0,195126.0,197694.0,199558.0,201531.0,204645.0,207186.0,209341.0,211732.0,214472.0,217191.0,219391.0,221571.0,224250.0,227206.0,230095.0,232755.0,234810.0,236725.0,238564.0,239509.0,241008.0,242960.0,244293.0,246425.0,248646.0,250808.0,252472.0,254908.0,256381.0,258012.0,260130.0,262314.0,264886.0,266956.0,269233.0,271299.0,272400.0,273021.0,274910.0,276911.0,278654.0,281388.0,284124.0,285926.0,288240.0,290127.0,291659.0,292939.0,295115.0,296436.0,297957.0,299865.0,301796.0,303258.0,305493.0,307867.0,309853.0,311850.0
5298,8.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,75.0,129.0,4372.0,9064.0,13846.0,18251.0,22725.0,27843.0,32508.0,37003.0,41817.0,47203.0,52571.0,57887.0,62468.0,66738.0,71023.0,75818.0,79929.0,83721.0,88008.0,91941.0,95928.0,100400.0,103883.0,108156.0,111865.0,115527.0,120400.0,122983.0,126507.0,130014.0,134470.0,138555.0,142429.0,145344.0,148837.0,152791.0,156433.0,160350.0,163496.0,167134.0,170815.0,174119.0,177999.0,180693.0,182668.0,184031.0,185010.0,185112.0,186981.0,188971.0,191450.0,194235.0,197006.0,201347.0,203901.0,205697.0,205697.0,207358.0,208989.0,210737.0,212592.0,214228.0,216888.0,219800.0,222252.0,224753.0,227475.0,230163.0,231903.0,234135.0,236619.0,238939.0,241522.0,243698.0,246250.0,248907.0,251637.0,252955.0,255869.0,258059.0,260787.0,262065.0,263504.0,265436.0,267143.0,268085.0,270310.0,271850.0,273870.0,275345.0,277605.0,280091.0,281659.0,284185.0,286672.0,288640.0,290485.0,292192.0,293846.0,296824.0,297580.0,298992.0,300619.0,302519.0,304096.0,306799.0,308882.0,310369.0,312719.0,315040.0,316984.0,319330.0,320645.0,322814.0,324812.0,326724.0
5299,8.0,75.0,9.0,79.0,209100.0,0.0,0.0,0.0,9.0,75.0,3246.0,8016.0,12892.0,18412.0,23993.0,29378.0,33604.0,39581.0,44432.0,49761.0,54512.0,60814.0,67007.0,71339.0,76195.0,79982.0,84298.0,89044.0,92851.0,96988.0,100540.0,104535.0,108581.0,112893.0,116904.0,121740.0,125534.0,130463.0,136755.0,142556.0,147314.0,153255.0,158543.0,164203.0,168695.0,173423.0,178899.0,181499.0,184455.0,188193.0,191705.0,195056.0,197357.0,200814.0,203273.0,206259.0,208342.0,209200.0,209200.0,211095.0,213531.0,216105.0,219576.0,222685.0,225275.0,228593.0,230742.0,232464.0,233273.0,235627.0,238118.0,240515.0,242862.0,245949.0,248550.0,250578.0,252678.0,255160.0,255979.0,255979.0,255979.0,256615.0,258992.0,260874.0,262410.0,265027.0,267724.0,270129.0,271539.0,274004.0,276547.0,279028.0,280939.0,283369.0,285233.0,287529.0,289461.0,291830.0,293288.0,295764.0,298095.0,300633.0,303223.0,305011.0,307596.0,309997.0,312091.0,314582.0,316723.0,318822.0,320136.0,320136.0,320163.0,320163.0,321574.0,323450.0,326677.0,328889.0,331458.0,333600.0,335522.0,337600.0,339990.0,341930.0,343613.0,345402.0,346998.0
5300,8.0,75.0,9.0,80.0,215000.0,0.0,0.0,0.0,9.0,75.0,532.0,5916.0,10924.0,15369.0,21457.0,26568.0,29790.0,35774.0,41134.0,46535.0,51614.0,55387.0,59683.0,64573.0,68913.0,72249.0,76424.0,79567.0,83337.0,87297.0,90624.0,93889.0,98082.0,102638.0,106713.0,111076.0,116166.0,120324.0,124412.0,129308.0,133632.0,137936.0,142777.0,147696.0,152119.0,156632.0,161910.0,165955.0,170206.0,173917.0,177528.0,181342.0,185017.0,189173.0,191555.0,193663.0,194819.0,196256.0,198872.0,200768.0,200768.0,200768.0,201290.0,204624.0,207765.0,211395.0,213103.0,213967.0,216947.0,219181.0,222236.0,224514.0,227804.0,230311.0,233347.0,236269.0,241243.0,244254.0,248078.0,250510.0,252705.0,256155.0,260512.0,264436.0,267011.0,268844.0,271296.0,274236.0,276820.0,281454.0,284811.0,287779.0,291326.0,294211.0,297193.0,299079.0,301664.0,305155.0,306777.0,308653.0,311416.0,313426.0,315864.0,317516.0,319357.0,321746.0,323643.0,325224.0,326630.0,328447.0,330061.0,332448.0,334657.0,337126.0,339265.0,340817.0,343933.0,345888.0,348561.0,350557.0,352565.0,354530.0,357341.0,359570.0,361394.0,363184.0,365448.0
5301,8.0,75.0,12.0,78.0,168600.0,0.0,0.0,0.0,9.0,75.0,1667.0,4314.0,7665.0,11590.0,15095.0,18735.0,22240.0,25886.0,29658.0,34096.0,38604.0,44663.0,50579.0,53420.0,58981.0,64007.0,69358.0,74329.0,78810.0,82432.0,87401.0,92433.0,97773.0,103154.0,108590.0,112111.0,116216.0,120369.0,124088.0,127978.0,131339.0,135639.0,139467.0,144219.0,148901.0,152561.0,157211.0,161091.0,165641.0,168526.0,173197.0,177180.0,180721.0,185589.0,188141.0,190830.0,191806.0,194059.0,196371.0,198802.0,200485.0,204741.0,208906.0,213253.0,217658.0,221648.0,223703.0,224645.0,227646.0,230576.0,233777.0,235903.0,237702.0,239369.0,241370.0,243801.0,246580.0,248699.0,250747.0,252850.0,255525.0,257522.0,257522.0,257526.0,257526.0,259320.0,260947.0,263852.0,265377.0,268752.0,271250.0,274064.0,277801.0,280498.0,283767.0,285882.0,288604.0,290992.0,292632.0,294970.0,297019.0,298648.0,300854.0,303031.0,305684.0,309316.0,312868.0,315100.0,316763.0,317925.0,320606.0,323428.0,325526.0,327644.0,329301.0,331345.0,333623.0,335230.0,337605.0,339845.0,341834.0,343345.0,345491.0,347198.0,349063.0,351406.0,353104.0
5302,8.0,75.0,2.0,78.0,128800.0,0.0,0.0,0.0,9.0,75.0,1758.0,7086.0,11997.0,16741.0,21575.0,26537.0,31036.0,36239.0,41101.0,45691.0,51400.0,56715.0,61330.0,65323.0,69707.0,72720.0,77145.0,81364.0,84473.0,88591.0,93301.0,97651.0,101812.0,107437.0,111343.0,114719.0,119302.0,122412.0,123481.0,127479.0,128886.0,133833.0,138301.0,142679.0,146879.0,151131.0,154657.0,158949.0,163709.0,167417.0,171390.0,175828.0,179774.0,184773.0,189713.0,191092.0,192122.0,193065.0,194154.0,198384.0,203617.0,208309.0,212980.0,217454.0,220822.0,224202.0,227438.0,228813.0,231021.0,234615.0,238088.0,240626.0,243593.0,245534.0,249051.0,251705.0,252649.0,253640.0,256661.0,260176.0,262957.0,265502.0,268291.0,270619.0,272453.0,273471.0,275676.0,278330.0,279161.0,280840.0,283438.0,285812.0,287306.0,289604.0,292163.0,294469.0,296759.0,299900.0,301260.0,302456.0,303844.0,305971.0,308094.0,309373.0,310446.0,314609.0,317051.0,318759.0,320625.0,322420.0,324645.0,326099.0,327231.0,329098.0,330605.0,333314.0,335809.0,337645.0,339073.0,341056.0,342949.0,343973.0,345274.0,347195.0,348916.0,351212.0,352845.0
5303,8.0,75.0,12.0,81.0,285900.0,0.0,0.0,0.0,9.0,75.0,2486.0,7110.0,12380.0,18002.0,23211.0,29290.0,33696.0,39938.0,46165.0,52225.0,57879.0,62742.0,68192.0,72749.0,77230.0,81541.0,86337.0,90309.0,93702.0,98666.0,102923.0,107792.0,113097.0,117971.0,122897.0,127544.0,132355.0,137244.0,143151.0,147872.0,153719.0,160378.0,165532.0,170733.0,176315.0,180381.0,185273.0,190369.0,194780.0,199442.0,204645.0,207885.0,207885.0,211740.0,215939.0,216717.0,218128.0,218153.0,218456.0,221974.0,227710.0,231596.0,235699.0,239344.0,242799.0,246131.0,249213.0,250740.0,253408.0,255337.0,258662.0,260377.0,263316.0,266018.0,268847.0,271704.0,273871.0,276322.0,279332.0,280871.0,282963.0,283494.0,283494.0,285510.0,287625.0,290888.0,293337.0,296898.0,298709.0,302382.0,305402.0,308342.0,310911.0,312782.0,315467.0,317972.0,320729.0,322336.0,324147.0,326118.0,328508.0,331398.0,333713.0,335419.0,338133.0,340907.0,342244.0,344985.0,347191.0,348865.0,351057.0,352534.0,354410.0,356685.0,358514.0,360671.0,364360.0,367522.0,368572.0,369151.0,371787.0,373797.0,375822.0,378410.0,380239.0,382154.0,384561.0
5304,8.0,75.0,2.0,82.0,290000.0,0.0,0.0,0.0,9.0,75.0,2145.0,6807.0,12693.0,18325.0,24463.0,30362.0,35816.0,41014.0,47947.0,53176.0,59350.0,64617.0,69681.0,74906.0,77965.0,81318.0,85770.0,88678.0,90345.0,94872.0,98755.0,102865.0,106721.0,110892.0,115407.0,119106.0,124480.0,128471.0,132896.0,137740.0,142490.0,147058.0,152577.0,156911.0,161519.0,166023.0,170828.0,175101.0,180121.0,184908.0,189461.0,194058.0,198057.0,202055.0,204757.0,207612.0,209909.0,211963.0,215088.0,217801.0,220396.0,222666.0,226685.0,229604.0,233155.0,235506.0,237108.0,238487.0,240958.0,243977.0,246822.0,249131.0,251536.0,253710.0,256023.0,258176.0,261499.0,264645.0,268482.0,271241.0,273547.0,276208.0,279165.0,281656.0,284531.0,289491.0,290965.0,295512.0,298355.0,301733.0,305389.0,308947.0,312265.0,316007.0,319051.0,321772.0,323433.0,326368.0,328023.0,329840.0,331975.0,333886.0,335388.0,337201.0,339519.0,342807.0,345686.0,347915.0,349074.0,350663.0,353168.0,357559.0,359217.0,361223.0,362409.0,364484.0,367671.0,369178.0,371016.0,372620.0,374811.0,376954.0,379104.0,380907.0,382664.0,384550.0,386287.0
5305,7.0,75.0,6.0,83.0,387300.0,0.0,0.0,0.0,9.0,75.0,4091.0,8938.0,13106.0,18056.0,23419.0,28431.0,31299.0,35441.0,40007.0,44504.0,50090.0,54365.0,58832.0,62805.0,67552.0,72197.0,77459.0,82572.0,88021.0,94172.0,99717.0,105906.0,111463.0,117672.0,121640.0,127153.0,132397.0,137201.0,143104.0,148645.0,153626.0,159739.0,165473.0,170121.0,175895.0,181428.0,187363.0,192790.0,199123.0,205713.0,212127.0,218505.0,223371.0,229076.0,232224.0,236052.0,240007.0,240586.0,240872.0,244718.0,250776.0,256217.0,260349.0,264320.0,269827.0,275328.0,278577.0,280681.0,283672.0,287326.0,291902.0,294507.0,297580.0,300099.0,303091.0,307010.0,309716.0,313804.0,318602.0,322685.0,326848.0,330953.0,334788.0,337581.0,340531.0,342822.0,344922.0,348509.0,351010.0,353946.0,356765.0,360583.0,364489.0,367351.0,369816.0,372280.0,374383.0,377195.0,378921.0,380812.0,382389.0,385135.0,387282.0,388254.0,389300.0,392881.0,396428.0,398146.0,399248.0,400514.0,402325.0,404009.0,404987.0,408019.0,409623.0,411812.0,414672.0,416642.0,419439.0,421473.0,423175.0,424388.0,426109.0,427598.0,428711.0,430723.0,432552.0
